
	         4136	      19.7438	      18.1672	      24.1341	      11.2289	      10.9589	      12.6931	      11.5873	      9.87787	      12.0224	      15.4775	      11.7595	      17.1879	      23.3927	       22.627	      17.6669	      17.7271	      19.0447	      21.9459	      17.8426	      14.5785	     0.668044	 533.521128
	      4438.74	      28.6156	      11.6947	      18.9096	      26.3181	      14.7068	      50.9757	      65.1414	      27.0277	      31.2327	      20.8025	      13.8109	       22.056	      15.4803	      26.9825	      9.18779	       11.072	      20.6016	      25.1579	       18.359	      16.2393	    0.0242939	       223.005
	      4524.88	       30.538	      5.29575	      19.9637	      18.5739	      11.5397	       58.788	      57.1467	      25.9328	      8.01956	      38.2166	      9.68895	      2.63419	      18.0134	      47.5123	      21.1287	      19.0329	      7.38618	      12.2747	      8.98263	      15.5076	    0.0242939	       219.738
	      4524.88	      29.7499	      7.36138	      19.1439	      10.1182	      26.3442	      60.7195	      38.8707	      31.7574	      3.30253	      36.2508	      38.7874	      1.81461	      1.11649	      39.7832	      32.9163	      7.80097	      14.6619	      6.59285	      32.8343	       4.3077	    0.0242939	       217.124
	      4527.97	      27.8847	      7.36138	      24.7837	      10.1182	      24.5919	      57.8365	      43.5637	      28.4622	      3.03412	       15.436	      61.9567	      17.1922	      4.41067	      26.3649	      26.9251	      5.63878	      31.1869	      6.59285	      14.5284	       4.3077	     0.122568	       219.467
	      4524.82	      29.4469	      4.94738	      22.7612	      13.3282	      27.1235	      54.9306	      40.4448	      21.0634	      9.73631	       21.793	      52.5408	      2.94604	      11.5777	      38.3431	      27.0787	      8.91688	      24.4848	      25.2671	      16.9126	      22.1941	     0.122568	       218.146
	      4513.12	      29.5687	      14.3192	      17.0695	      15.0628	      38.7464	      51.6414	      33.5477	       18.638	      7.98945	      24.7764	       38.067	      2.94604	      22.0257	      37.5667	       25.014	      9.95284	      17.0116	      27.5776	      10.8655	      13.1853	    0.0798514	       217.791
	      4513.12	      29.8283	      16.6055	      8.15303	      13.7269	      46.4985	       45.129	      34.2945	      28.4192	      16.2404	      20.0483	      54.2909	       4.8248	      14.2631	      25.9469	      11.8032	      6.71416	      11.7113	      16.2613	      42.2679	      14.1332	    0.0798514	       216.178
	      4513.12	      29.6724	      17.4585	      7.90226	      13.0925	      52.1603	       42.385	      31.5219	       3.5226	      19.8682	      25.6989	      56.2501	      6.82013	      27.6788	      25.9469	      15.7308	      9.33969	      16.9182	      7.76655	      12.9665	      14.1332	    0.0723365	       218.128
	      4509.15	      31.1799	      11.1615	      15.6706	      8.02094	      46.4064	      49.5097	      29.8103	      21.9681	      9.56008	      28.8662	      41.9516	       15.074	       9.1204	      39.8744	       5.7771	       3.3983	      9.71361	      49.6452	      12.9665	      3.23775	    0.0723365	       217.383
	      4555.84	       21.905	      8.21461	      18.1402	      10.5752	      44.6227	      58.4116	       20.437	      26.2867	      14.3552	       30.893	      35.9359	      31.1623	      11.9094	      5.01916	      23.9138	      11.0315	      5.67961	      2.52953	      12.9665	      38.3163	    0.0723365	       213.738
	      4555.84	      18.6149	        3.784	      27.2794	      4.92625	      39.5029	      65.8672	      27.8488	      19.3074	      21.9422	      31.0501	      26.0583	      24.3058	      11.5579	      28.6892	      9.41579	      23.5806	      10.6433	      55.2527	      3.71875	      12.9319	    0.0723365	       219.784
	      4550.52	      21.9517	      9.91616	      19.9391	      13.9406	      33.2358	      79.5952	      11.4119	      19.8063	      20.3077	      20.5965	      31.5397	      14.9451	      19.1881	      18.6442	      29.7141	      23.7874	      20.4831	      11.6459	      5.57668	      22.7268	    0.0723365	       213.443
	      4569.43	      20.8512	      13.1016	      9.48024	      24.2387	      20.5603	      79.9608	      16.0524	       20.001	      21.0478	      21.3516	      31.4741	      15.9452	      13.7359	      40.2849	      12.0267	      26.7006	      2.74424	        6.286	      5.57668	      22.7268	    0.0723365	       215.134
	      4466.01	      23.1252	      8.65167	      20.6255	      21.8393	      16.9425	      83.7036	      20.8992	      31.8044	       20.743	      22.5436	      28.5548	      17.5709	      16.4341	      30.9679	      24.3067	      7.71171	      4.71518	      18.4005	      20.9402	      34.3196	    0.0723365	       216.788
	      4466.01	      24.0641	      9.80711	      12.6068	      31.3371	      23.7892	      83.7036	      18.8926	       29.215	       14.837	      39.8593	      11.7803	      26.2453	      27.8876	      11.0702	      10.1097	      13.1822	      21.5549	      19.5667	      8.83617	      27.5745	     0.162558	       216.135
	      4466.01	      26.2728	      9.29934	      16.0318	      25.0114	      27.2742	      83.7036	       16.002	        24.14	      22.6898	      37.1084	      4.98531	       19.879	      40.1479	      11.0702	      26.8479	      4.03054	      10.7924	      30.3683	      8.83617	       8.8927	     0.162558	       215.716
	      4514.58	      25.9826	      23.1729	       13.552	      16.6175	      33.1794	      80.6449	      3.40508	      7.72595	      10.4346	       39.864	      10.8486	      36.1073	      12.8328	      22.6553	      41.0456	      13.0846	      17.3766	      11.6308	      10.3158	      20.4193	     0.162558	       222.783
	      4514.58	      26.4454	      17.4878	      10.2135	      11.8312	      36.2827	      85.8601	      6.72098	      6.72145	      28.2178	       40.456	      11.3328	      44.8276	      15.8118	      14.0078	      26.7039	      16.4882	      31.0539	      6.85244	      7.96703	      9.94002	     0.162558	       219.841
	      4525.17	      24.6658	      15.9841	      9.80234	      17.6129	      33.4163	      70.9936	      28.5782	      8.45953	      14.0833	      41.0978	      29.5605	      28.1384	      13.7494	      14.0078	      17.1426	      18.4478	      11.7637	        43.71	      5.94076	      6.35808	     0.207341	       217.658
	      4525.17	      24.6658	      15.9841	       13.753	      11.4914	      42.4993	      67.6449	      24.4257	      14.7097	      10.2351	      41.1599	      10.6419	      30.4405	      6.74362	      19.4525	      40.6578	      8.79669	      2.98078	      19.3203	      7.58598	      2.61028	    0.0626546	       216.183
	       4521.1	      28.2711	      15.1858	      10.9939	      10.3585	      48.2084	      68.9464	      22.0716	      9.42112	      22.0314	      41.3956	      8.44541	      15.1574	      4.57236	      48.0273	      26.0545	       4.7065	      16.0433	      6.46872	      7.58598	      4.99872	    0.0543076	       213.934
	      4511.07	      27.2302	      22.5782	      9.07475	      12.7161	      34.0554	      68.9464	      22.4432	      9.42112	      27.3802	      46.1562	      7.58679	      10.1508	      27.5773	       17.887	      33.9704	      10.7251	      23.9292	      6.23313	      6.75298	      10.9395	     0.254809	       216.266
	       4523.9	       25.717	      17.3815	      9.07475	       11.761	       32.963	       80.057	      23.6387	      9.48477	      18.9704	      38.1906	      21.7711	      15.2779	       21.459	      28.5791	      18.9443	      20.8408	      19.9141	      6.28177	      6.75298	      10.9395	     0.254809	       213.787
